,,,"Author, editor or organization",Year derived,Title,Subtitle,Reference type,Periodical,DOI name,Volume,Number,Date,Page range,Keywords,Categories,StartDate (= Custom field 1)
TRUE,FALSE,FALSE,"Golden, Jay S.; Hartz, Donna; Brazel, Anthony; Luber, George; Phelan, Patrick",2008,A biometeorology study of climate and heat-related morbidity in Phoenix from 2001 to 2006,,Journal Article,International journal of biometeorology,10.1007/s00484-007-0142-3,52,6,,471–480,,"2.1 Human-centred; 2.3 Policy; 3.1 Quantitatively; 4.10 Anomalous; 4.18 High-magnitude; 5.15.2 Time Series; 5.24 Indeces (Composite); 6.1.1 Statistical; 6.1.2 Numerical; 6.2.1 Visual; 7.5 Climate change; 7.7 Health & psychology; 7.14 Early warning systems (EWS); 7.24 Vulnerability; 7.25 Climate & circulation; 7.28 Industrialization & infrastructure; 7.36 Systems; 7.38 Sustainability; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10 Chronology; 11.5.1.11 Phoenix, AZ; 12.4.10 Temperature extremes; 14.1 Social Science; 16.1 Completed; 17 Cluster 1; 21 Complete set",
TRUE,FALSE,FALSE,"Tessler, Z. D.; Vörösmarty, C. J.; Grossberg, M.; Gladkova, I.; Aizenman, H.; Syvitski, J. P. M.; Foufoula-Georgiou, E.",2015,Profiling risk and sustainability in coastal deltas of the world,,Journal Article,Science,10.1126/science.aab3574,349,6248,,638–643,,2.1 Human-centred; 2.3 Policy; 3.1 Quantitatively; 4.11 Hazard; 4.12 Intensity; 4.46.1 Major...change; 4.50 Uncertainty; 5.24 Indeces (Composite); 6.1.2 Numerical; 7.1 Resilience; 7.3 Risk; 7.6 Human activity; 7.8 Management; 7.24 Vulnerability; 8.5 Projected (future); 9.2 Discovery-driven; 11.1 Global; 12.4.1 Flood; 12.4.2 Storms; 12.7.4.1 Sea Level Rise; 14.1 Social Science; 16.1 Completed; 17 Cluster 1; 21 Complete set,
TRUE,FALSE,FALSE,"Žurovec, Ognjen; Čadro, Sabrija; Sitaula, Bishal",2017,Quantitative Assessment of Vulnerability to Climate Change in Rural Municipalities of Bosnia and Herzegovina,,Journal Article,Sustainability,10.3390/su9071208,9,7,,1208,487,2.1 Human-centred; 2.3 Policy; 3.1 Quantitatively; 4.11 Hazard; 4.13 Impact; 4.14 Exposure; 4.15 Sensitivity; 4.26 Short-term Deviation; 5.24 Indeces (Composite); 6.1.1 Statistical; 6.1.2 Numerical; 6.2.1 Visual; 7.10 Agriculture; 7.22 Socio/Politico/Cultural Context; 7.24 Vulnerability; 7.35 Capacity; 8.1 Contemporary (>1900); 11.3.4 Boznia and Herzegovina; 12.3.1 Climate Change; 12.4.3 Drought; 12.4.8 Waterlogging; 14.1 Social Science; 16.1 Completed; 21 Complete set,
TRUE,FALSE,FALSE,"Modarres, Reza; Ghadami, Mohammad; Naderi, Sohrab; Naderi, Mohammad",2018,Future heat stress arising from climate change on Iran's population health,,Journal Article,International journal of biometeorology,10.1007/s00484-018-1532-4,62,7,,1275–1281,,2.1 Human-centred; 2.3 Policy; 3.1 Quantitatively; 4.13 Impact; 4.32 Rare; 4.37 Danger; 5.13.8 Temperature; 5.13.9 Relative humidity; 5.15.2 Time Series; 6.1.1 Statistical; 7.2 Populations; 7.4 Adaptation; 7.5 Climate change; 7.7 Health & psychology; 7.8 Management; 7.9 Mitigation; 7.14 Early warning systems (EWS); 7.24 Vulnerability; 7.48 Thresholds/Tipping points; 8.1 Contemporary (>1900); 8.5 Projected (future); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.4.7 Iran; 12.4.9 Severe heat/heat wave; 14.1 Social Science; 15.1 Completed; 17 Cluster 1; 21 Complete set,
TRUE,FALSE,FALSE,"Wu, Shaohong; Liu, Lulu; Gao, Jiangbo; Wang, Wentao",2019,Integrate Risk From Climate Change in China Under Global Warming of 1.5 and 2.0 °C,,Journal Article,Earth's future,10.1029/2019EF001194,25,4,,481,,2.1 Human-centred; 2.3 Policy; 3.1 Quantitatively; 4.13 Impact; 4.50 Uncertainty; 5.13.1 Climate Models (simulation); 5.15.2 Time Series; 6.1.2 Numerical; 7.3 Risk; 7.5 Climate change; 7.21 Loss and damage; 7.24 Vulnerability; 8.1 Contemporary (>1900); 8.5 Projected (future); 9.3 Question-driven; 9.5 Review; 11.4.1 China; 12.4.1 Flood; 12.4.3 Drought; 12.4.9 Severe heat/heat wave; 14.1 Social Science; 16.1 Completed; 20 Cluster 4; 21 Complete set,
TRUE,FALSE,FALSE,"BARRIOS, ROBERTO E.",2016,Resilience: A commentary from the vantage point of anthropology,,Journal Article,Annals of Anthropological Practice,10.1111/napa.12085,40,1,,28–38,659,2.1 Human-centred; 2.3 Policy; 3.2 Analogously; 3.3 Subjectively/Visually; 4.6 Disaster; 5.12.3 Examples/Cases; 6.2.2 Review; 7.1 Resilience; 7.5 Climate change; 7.16 Equilibrium; 7.17 Habitat destruction; 7.22 Socio/Politico/Cultural Context; 7.24 Vulnerability; 7.27 Extinction and evolution; 7.28 Industrialization & infrastructure; 7.33 Change; 7.34 Emergent Organizations; 7.35 Capacity; 7.36 Systems; 8.1 Contemporary (>1900); 11.1 Global; 12.3.1 Climate Change; 12.4.5 Hurricane; 12.7.4.1 Sea Level Rise; 13.3 Hurricane Katrina; 14.1 Social Science; 16.1 Completed; 21 Complete set,
TRUE,FALSE,FALSE,"Heyd, Thomas",2007,Rapid natural changes: A perspective from environmental philosophy,,Journal Article,Quaternary International,10.1016/j.quaint.2007.03.004,173-174,,,161–165,,2.1 Human-centred; 2.3 Policy; 3.2 Analogously; 4.6 Disaster; 4.46 Drastic (change); 5.19.1 Anecdotal; 6.2.3 Ancedotal; 6.2.4 Philosophical; 7.1 Resilience; 7.4 Adaptation; 7.13 Human perception; 7.18 Prediction; 7.22 Socio/Politico/Cultural Context; 7.24 Vulnerability; 7.35 Capacity; 7.39 Human-environment dynamics; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 9.4 Persuasion; 11.1 Global; 12.4.1 Flood; 14.1 Social Science; 16.1 Completed; 21 Complete set,
TRUE,FALSE,FALSE,"Nuthammachot, Narissara; Stratoulias, Dimitris",2019,"A GIS- and AHP-based approach to map fire risk: a case study of Kuan Kreng peat swamp forest, Thailand",,Journal Article,Geocarto International,10.1080/10106049.2019.1611946,5,4,,1–14,110,"2.1 Human-centred; 2.3 Policy; 3.3 Subjectively/Visually; 4.2 Abrupt; 4.11 Hazard; 5.2.7 Fire database; 5.10.1 Geology (slope, aspect, lithology, etc.); 5.13.10 Precipitation; 5.15.2 Time Series; 5.16.3 GIS; 5.25 Land use; 5.26 Proximity to human influence; 6.1.1 Statistical; 7.3 Risk; 7.8 Management; 7.17 Habitat destruction; 7.58 Decision theory; 8.1 Contemporary (>1900); 9.4 Persuasion; 10.1 Start year; 10.2 End year; 11.4.16 Thailand; 12.8.1 Fire; 14.2 Earth Science; 15.1 Completed; 19 Cluster 3; 21 Complete set",
TRUE,FALSE,FALSE,"Villagrán de León, Juan Carlos; Bogardi, Janos J.",2010,Focusing on the Environment and Human Security Nexus,,Contribution in…,,10.1007/978-90-481-3236-2_3,14,,,31–39,,2.1 Human-centred; 2.3 Policy; 3.3 Subjectively/Visually; 4.4 Rapid; 4.5 Creeping processes; 4.6 Disaster; 4.11 Hazard; 4.13 Impact; 4.17 Magnitude; 4.20 Frequency; 4.28 Severe; 4.53 Compounding; 4.67 Interruption; 5.21 Mortality; 5.34 Lit. Review; 6.2.2 Review; 7.2 Populations; 7.3 Risk; 7.4 Adaptation; 7.6 Human activity; 7.7 Health & psychology; 7.9 Mitigation; 7.10 Agriculture; 7.12 Resource security; 7.13 Human perception; 7.14 Early warning systems (EWS); 7.15 Response and recovery; 7.17 Habitat destruction; 7.21 Loss and damage; 7.24 Vulnerability; 7.28 Industrialization & infrastructure; 8.1 Contemporary (>1900); 9.5 Review; 11.1 Global; 12.2.1 Earthquake; 12.2.3 Volcano; 12.4.1 Flood; 12.4.3 Drought; 12.4.18 Tsunami; 12.5.5 Pollution / chemicals leaks; 12.7.1 Landslide/debris flow; 12.8.1 Fire; 14.1 Social Science; 15.1 Completed; 17 Cluster 1; 21 Complete set,
TRUE,FALSE,FALSE,"Margolis, Helene G.",2014,Heat Waves and Rising Temperatures: Human Health Impacts and the Determinants of Vulnerability,,Contribution in…,,10.1007/978-1-4614-8417-2_6,12,,,85–120,959,2.1 Human-centred; 2.3 Policy; 3.3 Subjectively/Visually; 4.6 Disaster; 4.7 Rate; 4.11 Hazard; 4.12 Intensity; 4.13 Impact; 4.14 Exposure; 4.17 Magnitude; 4.20 Frequency; 4.23 Overwhelm/Threshold; 4.29 Dramatic effect; 4.34 Sequential/simultaneous occurrence; 4.35 Persistence (duration); 5.13.10 Precipitation; 6.2.2 Review; 7.1 Resilience; 7.2 Populations; 7.3 Risk; 7.4 Adaptation; 7.5 Climate change; 7.7 Health & psychology; 7.8 Management; 7.10 Agriculture; 7.12 Resource security; 7.13 Human perception; 7.14 Early warning systems (EWS); 7.17 Habitat destruction; 7.20 Acclimatization & tolerance; 7.21 Loss and damage; 7.23 Complex; 7.24 Vulnerability; 7.25 Climate & circulation; 7.28 Industrialization & infrastructure; 7.47 Distant effects; 8.1 Contemporary (>1900); 9.4 Persuasion; 11.1 Global; 12.4.2 Storms; 12.4.5 Hurricane; 12.4.9 Severe heat/heat wave; 12.4.11 Severe precipitation; 12.7.4.1 Sea Level Rise; 13.3 Hurricane Katrina; 13.13 2003 European heatwave; 13.16 2006 Californian heatwave; 14.1 Social Science; 15.1 Completed; 17 Cluster 1; 21 Complete set,
TRUE,FALSE,FALSE,"Arias, Paola A.; Villegas, Juan Camilo; Machado, Jenny; Serna, Angélica M.; Vidal, Lina M.; Vieira, Catherine; Cadavid, Carlos A.; Vieira, Sara C.; Ángel, Jorge E.; Mejía, Óscar A.",2016,Reducing Social Vulnerability to Environmental Change: Building Trust through Social Collaboration on Environmental Monitoring,,Journal Article,"Wea. Climate Soc. (Weather, Climate, and Society)",10.1175/WCAS-D-15-0049.1,8,1,,57–66,702,2.1 Human-centred; 2.3 Policy; 3.3 Subjectively/Visually; 4.6 Disaster; 4.8 Catastrophic; 4.10 Anomalous; 4.11 Hazard; 4.13 Impact; 4.24 Crisis; 4.31 Emergency; 7.2 Populations; 7.3 Risk; 7.5 Climate change; 7.8 Management; 7.13 Human perception; 7.13.1 Social cartography; 7.14 Early warning systems (EWS); 7.24 Vulnerability; 7.31 Conflict; 8.1 Contemporary (>1900); 9.4 Persuasion; 10.1 Start year; 10.2 End year; 11.5.2.8 Columbia; 12.4.1 Flood; 12.4.11 Severe precipitation; 14.1 Social Science; 15.1 Completed; 17 Cluster 1; 21 Complete set,
TRUE,FALSE,FALSE,"Sampson, Natalie R.; Gronlund, Carina J.; Buxton, Miatta A.; Catalano, Linda; White-Newsome, Jalonne L.; Conlon, Kathryn C.; O'Neill, Marie S.; McCormick, Sabrina; Parker, Edith A.",2013,Staying cool in a changing climate: Reaching vulnerable populations during heat events,,Journal Article,Global environmental change : human and policy dimensions,10.1016/j.gloenvcha.2012.12.011,23,2,,475–484,1034,2.1 Human-centred; 2.3 Policy; 3.3 Subjectively/Visually; 4.6 Disaster; 4.11 Hazard; 4.12 Intensity; 4.20 Frequency; 5.19.3 Interviews; 6.2.3 Ancedotal; 7.3 Risk; 7.4 Adaptation; 7.5 Climate change; 7.6 Human activity; 7.7 Health & psychology; 7.13 Human perception; 7.14 Early warning systems (EWS); 7.18 Prediction; 7.20 Acclimatization & tolerance; 7.22 Socio/Politico/Cultural Context; 7.24 Vulnerability; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 11.5.1.12 North America; 13.13 2003 European heatwave; 13.17 1995 Chicago heatwave; 13.18 1993 Philadelphia heatwave; 13.19 2006 Frech heatwave; 14.1 Social Science; 15.1 Completed; 17 Cluster 1; 21 Complete set,
TRUE,FALSE,FALSE,"Tzavella, Katerina; Fekete, Alexander; Fiedrich, Frank",2017,"Opportunities provided by geographic information systems and volunteered geographic information for a timely emergency response during flood events in Cologne, Germany",,Journal Article,Nat Hazards (Natural Hazards),10.1007/s11069-017-3102-1,16,3,,268,,2.1 Human-centred; 2.3 Policy; 3.3 Subjectively/Visually; 4.6 Disaster; 4.11 Hazard; 4.13 Impact; 4.14 Exposure; 4.31 Emergency; 5.16.1 Volunteered Geographic Information (VGI); 5.16.3 GIS; 7.1 Resilience; 7.2 Populations; 7.3 Risk; 7.8 Management; 7.9 Mitigation; 7.15 Response and recovery; 7.24 Vulnerability; 7.28 Industrialization & infrastructure; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 9.4 Persuasion; 11.3.8 Germany; 12.4.1 Flood; 13.5 Hurricane Sandy; 14.1 Social Science; 15.1 Completed; 17 Cluster 1; 21 Complete set,
TRUE,FALSE,FALSE,"Marmureanu, Gheorghe; Marmureanu, Alexandru; Cioflan, Carmen Ortanza; Ionescu, Constantin",2013,ESSENTIAL TOOLS TO MITIGATE VRANCEA STRONG EARTHQUAKES EFFECTS ON MOLDAVIAN URBAN ENVIRONMENT,,Journal Article,Environ. Eng. Manag. J. (Environmental Engineering and Management Journal),10.30638/eemj.2013.009,12,1,,65–78,1056,2.1 Human-centred; 2.3 Policy; 3.3 Subjectively/Visually; 4.6 Disaster; 4.11 Hazard; 4.13 Impact; 4.39 Destructive; 5.22 Seismic data; 6.1.1 Statistical; 7.1 Resilience; 7.3 Risk; 7.7 Health & psychology; 7.8 Management; 7.14 Early warning systems (EWS); 7.17 Habitat destruction; 7.21 Loss and damage; 7.24 Vulnerability; 7.28 Industrialization & infrastructure; 8.1 Contemporary (>1900); 9.4 Persuasion; 11.3.20 Eastern Europe; 12.2.1 Earthquake; 14.1 Social Science; 15.1 Completed; 17 Cluster 1; 21 Complete set,
TRUE,FALSE,FALSE,"Pedersen, Duncan; Tremblay, Jacques; Errázuriz, Consuelo; Gamarra, Jeffrey",2008,"The sequelae of political violence: assessing trauma, suffering and dislocation in the Peruvian highlands",,Journal Article,Social science & medicine (1982),10.1016/j.socscimed.2008.03.040,67,2,,205–217,1371,2.1 Human-centred; 2.3 Policy; 3.3 Subjectively/Visually; 4.14 Exposure; 4.47 Traumatic; 5.19.1 Anecdotal; 5.19.3 Interviews; 6.1.1 Statistical; 6.2.3 Ancedotal; 7.1 Resilience; 7.2 Populations; 7.7 Health & psychology; 7.21 Loss and damage; 7.24 Vulnerability; 7.28 Industrialization & infrastructure; 8.1 Contemporary (>1900); 9.4 Persuasion; 10.1 Start year; 10.2 End year; 11.5.2.9 Peru; 12.9.1 Conflict/violence/war; 14.1 Social Science; 15.1 Completed; 19 Cluster 3; 21 Complete set,
TRUE,FALSE,FALSE,"Voelkel, Jackson; Hellman, Dana; Sakuma, Ryu; Shandas, Vivek",2018,"Assessing Vulnerability to Urban Heat: A Study of Disproportionate Heat Exposure and Access to Refuge by Socio-Demographic Status in Portland, Oregon",,Journal Article,International journal of environmental research and public health,10.3390/ijerph15040640,15,4,,,,"2.1 Human-centred; 2.3 Policy; 3.4 Statistically; 4.12 Intensity; 4.14 Exposure; 4.15 Sensitivity; 4.20 Frequency; 4.22 Deadly; 4.51 Duration; 4.91 Stressor; 5.5.5 Census; 5.13.8 Temperature; 6.1.1 Statistical; 7.4 Adaptation; 7.6 Human activity; 7.7 Health & psychology; 7.24 Vulnerability; 7.28 Industrialization & infrastructure; 7.75 Environmental injustice; 7.76 Refuge; 8.1 Contemporary (>1900); 9.1 Hypothesis-driven; 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.5.1.1 Portland, USA; 12.4.9 Severe heat/heat wave; 14.1 Social Science; 15.1 Completed; 19 Cluster 3; 21 Complete set",
TRUE,FALSE,FALSE,"Jegasothy, Edward; McGuire, Rhydwyn; Nairn, John; Fawcett, Robert; Scalley, Benjamin",2017,Extreme climatic conditions and health service utilisation across rural and metropolitan New South Wales,,Journal Article,International journal of biometeorology,10.1007/s00484-017-1313-5,61,8,,1359–1370,473,"2.1 Human-centred; 2.3 Policy; 3.4 Statistically; 4.12 Intensity; 4.20 Frequency; 4.28 Severe; 5.13.8 Temperature; 5.15.2 Time Series; 5.21 Mortality; 5.37 Health service demand; 6.1.1 Statistical; 7.5 Climate change; 7.7 Health & psychology; 7.14 Early warning systems (EWS); 7.24 Vulnerability; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.2.4 New South Wales, Australia; 12.4.7 Severe cold; 12.4.9 Severe heat/heat wave; 14.1 Social Science; 15.1 Completed; 20 Cluster 4; 21 Complete set",
TRUE,FALSE,FALSE,"Fischer, E. M.; Knutti, R.",2015,Anthropogenic contribution to global occurrence of heavy-precipitation and high-temperature extremes,,Journal Article,Nature Clim Change (Nature Climate Change),10.1038/nclimate2617,5,6,,560–564,799,2.1 Human-centred; 2.3 Policy; 3.4 Statistically; 4.14 Exposure; 4.20 Frequency; 4.76 Extremes; 5.13.1 Climate Models (simulation); 5.15.2 Time Series; 6.1.1 Statistical; 7.3 Risk; 7.5 Climate change; 7.9 Mitigation; 7.24 Vulnerability; 7.53 Trending Extremes; 8.1 Contemporary (>1900); 8.5 Projected (future); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.1 Global; 12.4.9 Severe heat/heat wave; 12.4.11 Severe precipitation; 14.3 Climate Science; 15.1 Completed; 20 Cluster 4; 21 Complete set,
TRUE,FALSE,FALSE,"Schneider, Stephen H.; Root, Terry L.",1996,Ecological implications of climate change will include surprises,,Journal Article,Biodivers Conserv (Biodiversity and Conservation),10.1007/BF00052720,5,9,,1109–1119,,2.1 Human-centred; 2.4 Plant/animal; 3.3 Subjectively/Visually; 4.4 Rapid; 4.16 Disturbance; 4.50 Uncertainty; 4.92 Suprise; 5.34 Lit. Review; 6.2.2 Review; 7.2 Populations; 7.3 Risk; 7.4 Adaptation; 7.5 Climate change; 7.7 Health & psychology; 7.8 Management; 7.9 Mitigation; 7.10 Agriculture; 7.15 Response and recovery; 7.18 Prediction; 7.23 Complex; 7.24 Vulnerability; 7.28 Industrialization & infrastructure; 7.41 Scale; 8.1 Contemporary (>1900); 8.5 Projected (future); 9.5 Review; 11.1 Global; 12.1 Extreme events (general); 14.4 Ecology; 15.1 Completed; 17 Cluster 1; 21 Complete set,
TRUE,FALSE,FALSE,"Lara, Rubén J.; Neogi, Sucharit B.; Islam, Mohammad S.; Mahmud, Zahid H.; Yamasaki, Shinji; Nair, Gopinath B.",2009,"Influence of catastrophic climatic events and human waste on Vibrio distribution in the Karnaphuli estuary, Bangladesh",,Journal Article,EcoHealth,10.1007/s10393-009-0257-6,6,2,,279–286,,2.1 Human-centred; 2.4 Plant/animal; 3.3 Subjectively/Visually; 4.8 Catastrophic; 4.12 Intensity; 4.20 Frequency; 4.28 Severe; 5.7.1 Water chemistry; 5.23 Micobacterial; 6.1.2 Numerical; 7.2 Populations; 7.7 Health & psychology; 7.8 Management; 7.12 Resource security; 7.28 Industrialization & infrastructure; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.4.12 Bangladesh; 12.4.5.1 Cyclone; 12.7.1 Landslide/debris flow; 13.3 Hurricane Katrina; 13.4 Hurricane Rita; 14.4 Ecology; 15.1 Completed; 19 Cluster 3; 21 Complete set,
TRUE,FALSE,FALSE,"Souch, Catherine; Grimmond, C. S.B.",2004,Applied climatology: ‘heat waves’,,Journal Article,Progress in Physical Geography: Earth and Environment,10.1191/0309133304pp428pr,28,4,,599–606,,2.1 Human-centred; 3.1 Quantitatively; 3.3 Subjectively/Visually; 4.12 Intensity; 4.13 Impact; 4.20 Frequency; 4.28 Severe; 4.51 Duration; 4.53 Compounding; 5.34 Lit. Review; 6.2.2 Review; 7.7 Health & psychology; 7.10 Agriculture; 7.14 Early warning systems (EWS); 7.18 Prediction; 7.20 Acclimatization & tolerance; 7.24 Vulnerability; 7.28 Industrialization & infrastructure; 7.48 Thresholds/Tipping points; 8.1 Contemporary (>1900); 9.5 Review; 11.1 Global; 12.4.9 Severe heat/heat wave; 13.13 2003 European heatwave; 13.14 1998 Indian heatwave; 14.1 Social Science; 15.1 Completed; 17 Cluster 1; 21 Complete set,
TRUE,FALSE,FALSE,"Telesca, Vito; Lay-Ekuakille, Aime; Ragosta, Maria; Giorgio, Giuseppina; Lumpungu, Boniface",2018,Effects on Public Health of Heat Waves to Improve the Urban Quality of Life,,Journal Article,Sustainability,10.3390/su10041082,10,4,,1082,,2.1 Human-centred; 3.1 Quantitatively; 3.4 Statistically; 4.17 Magnitude; 4.23 Overwhelm/Threshold; 4.43 Excursion-Deviation; 5.12.2 Case numbers; 5.13.8 Temperature; 6.1.1 Statistical; 7.3 Risk; 7.5 Climate change; 7.7 Health & psychology; 7.25 Climate & circulation; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10 Chronology; 11.3.15 Spain; 12.4.9 Severe heat/heat wave; 12.4.10 Temperature extremes; 14.1 Social Science; 16.1 Completed; 20 Cluster 4; 21 Complete set,
TRUE,FALSE,FALSE,"Middleton, Nick; Tozer, Peter; Tozer, Brenton",2019,Sand and dust storms: underrated natural hazards,,Journal Article,Disasters,10.1111/disa.12320,43,2,,390–409,156,2.1 Human-centred; 3.1 Quantitatively; 4.6 Disaster; 4.8 Catastrophic; 4.12 Intensity; 4.14 Exposure; 4.20 Frequency; 5.34 Lit. Review; 6.2.2 Review; 7.3 Risk; 7.5 Climate change; 7.6 Human activity; 7.7 Health & psychology; 7.10 Agriculture; 7.17 Habitat destruction; 7.21 Loss and damage; 7.24 Vulnerability; 7.25 Climate & circulation; 7.28 Industrialization & infrastructure; 8.1 Contemporary (>1900); 9.4 Persuasion; 9.5 Review; 11.1 Global; 12.4.15 Dust Storm; 14.1 Social Science; 15.1 Completed; 17 Cluster 1; 21 Complete set,
